YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,CARRIER,FL_NUM,Route,ORIGIN,DEST,DEST_CITY,DEST_STATE,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,PASSENGERS,EMPFULL,EMPPART,EMPTOTAL,EMPFTE,NET_INCOME,OP_REVENUES
2018,1,1,11,4,2018-01-11,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1548,-4,0,0,-1,1500-1559,28,1616,,,1720,,,,,,1700-1759,0,,1,88,,,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,12,5,2018-01-12,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1600,8,8,0,0,1500-1559,18,1618,1713,4,1720,1717,-3,0,0,-1,1700-1759,0,,0,88,77,55,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,14,7,2018-01-14,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1548,-4,0,0,-1,1500-1559,18,1606,1657,5,1720,1702,-18,0,0,-2,1700-1759,0,,0,88,74,51,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,15,1,2018-01-15,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1615,23,23,1,1,1500-1559,14,1629,1717,7,1720,1724,4,4,0,0,1700-1759,0,,0,88,69,48,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,16,2,2018-01-16,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1549,-3,0,0,-1,1500-1559,19,1608,1700,16,1720,1716,-4,0,0,-1,1700-1759,0,,0,88,87,52,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,17,3,2018-01-17,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,,,,,,1500-1559,,,,,1720,,,,,,1700-1759,1,C,0,88,,,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,18,4,2018-01-18,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1636,44,44,1,2,1500-1559,28,1704,1802,4,1720,1806,46,46,1,3,1700-1759,0,,0,88,90,58,357,44,0,2,0,0,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,19,5,2018-01-19,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1548,-4,0,0,-1,1500-1559,14,1602,1702,3,1720,1705,-15,0,0,-1,1700-1759,0,,0,88,77,60,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,21,7,2018-01-21,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1547,-5,0,0,-1,1500-1559,25,1612,1709,4,1720,1713,-7,0,0,-1,1700-1759,0,,0,88,86,57,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,22,1,2018-01-22,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1548,-4,0,0,-1,1500-1559,15,1603,1655,3,1720,1658,-22,0,0,-2,1700-1759,0,,0,88,70,52,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,23,2,2018-01-23,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1551,-1,0,0,-1,1500-1559,19,1610,1708,5,1720,1713,-7,0,0,-1,1700-1759,0,,0,88,82,58,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,24,3,2018-01-24,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1544,-8,0,0,-1,1500-1559,17,1601,1654,3,1720,1657,-23,0,0,-2,1700-1759,0,,0,88,73,53,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,25,4,2018-01-25,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1548,-4,0,0,-1,1500-1559,18,1606,1709,4,1720,1713,-7,0,0,-1,1700-1759,0,,0,88,85,63,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,26,5,2018-01-26,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1545,-7,0,0,-1,1500-1559,13,1558,1650,5,1720,1655,-25,0,0,-2,1700-1759,0,,0,88,70,52,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,28,7,2018-01-28,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1611,19,19,1,1,1500-1559,15,1626,1717,6,1720,1723,3,3,0,0,1700-1759,0,,0,88,72,51,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,29,1,2018-01-29,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1557,5,5,0,0,1500-1559,18,1615,1707,7,1720,1714,-6,0,0,-1,1700-1759,0,,0,88,77,52,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,30,2,2018-01-30,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1545,-7,0,0,-1,1500-1559,15,1600,1704,4,1720,1708,-12,0,0,-1,1700-1759,0,,0,88,83,64,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3328,282,ATL,ROA,"Roanoke, VA",VA,1552,1546,-6,0,0,-1,1500-1559,18,1604,1654,6,1720,1700,-20,0,0,-2,1700-1759,0,,0,88,74,50,357,,,,,,1598,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3326,288,ATL,SAV,"Savannah, GA",GA,1352,,,,,,1300-1359,,,,,1459,,,,,,1400-1459,1,C,0,67,,,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,,,,,,1600-1659,,,,,1733,,,,,,1700-1759,1,C,0,65,,,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1627,-1,0,0,-1,1600-1659,21,1648,1724,13,1733,1737,4,4,0,0,1700-1759,0,,0,65,70,36,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1628,,,,,1600-1659,17,1645,1722,3,1733,1725,-8,0,0,-1,1700-1759,0,,0,65,57,37,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,6,6,2018-01-06,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1625,-3,0,0,-1,1600-1659,20,1645,1725,17,1734,1742,8,8,0,0,1700-1759,0,,0,66,77,40,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1631,3,3,0,0,1600-1659,20,1651,1727,5,1733,1732,-1,0,0,-1,1700-1759,0,,0,65,61,36,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,8,1,2018-01-08,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1805,97,97,1,6,1600-1659,14,1819,1855,4,1733,1859,86,86,1,5,1700-1759,0,,0,65,54,36,214,0,9,0,0,77,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,9,2,2018-01-09,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1627,-1,0,0,-1,1600-1659,23,1650,1729,3,1733,1732,-1,0,0,-1,1700-1759,0,,0,65,65,39,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,10,3,2018-01-10,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1623,-5,0,0,-1,1600-1659,15,1638,1716,4,1733,1720,-13,0,0,-1,1700-1759,0,,0,65,57,38,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,11,4,2018-01-11,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1625,-3,0,0,-1,1600-1659,21,1646,1724,3,1733,1727,-6,0,0,-1,1700-1759,0,,0,65,62,38,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,12,5,2018-01-12,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1640,12,12,0,0,1600-1659,11,1651,1746,5,1733,1751,18,18,1,1,1700-1759,0,,0,65,71,55,214,4,0,6,0,8,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,13,6,2018-01-13,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1629,1,1,0,0,1600-1659,15,1644,1728,5,1734,1733,-1,0,0,-1,1700-1759,0,,0,66,64,44,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,14,7,2018-01-14,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1630,2,2,0,0,1600-1659,17,1647,1721,4,1733,1725,-8,0,0,-1,1700-1759,0,,0,65,55,34,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,15,1,2018-01-15,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1627,-1,0,0,-1,1600-1659,19,1646,1719,7,1733,1726,-7,0,0,-1,1700-1759,0,,0,65,59,33,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,16,2,2018-01-16,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1628,,,,,1600-1659,13,1641,1717,4,1733,1721,-12,0,0,-1,1700-1759,0,,0,65,53,36,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,17,3,2018-01-17,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1808,100,100,1,6,1600-1659,23,1831,1910,3,1733,1913,100,100,1,6,1700-1759,0,,0,65,65,39,214,0,17,0,0,83,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,18,4,2018-01-18,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1630,2,2,0,0,1600-1659,18,1648,1729,4,1733,1733,,,,,1700-1759,0,,0,65,63,41,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,19,5,2018-01-19,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1626,-2,0,0,-1,1600-1659,13,1639,1726,4,1733,1730,-3,0,0,-1,1700-1759,0,,0,65,64,47,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,20,6,2018-01-20,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1620,-8,0,0,-1,1600-1659,15,1635,1719,5,1734,1724,-10,0,0,-1,1700-1759,0,,0,66,64,44,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,21,7,2018-01-21,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1625,-3,0,0,-1,1600-1659,39,1704,1746,3,1733,1749,16,16,1,1,1700-1759,0,,0,65,84,42,214,0,0,16,0,0,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,22,1,2018-01-22,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1627,-1,0,0,-1,1600-1659,21,1648,1724,3,1733,1727,-6,0,0,-1,1700-1759,0,,0,65,60,36,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,23,2,2018-01-23,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1626,-2,0,0,-1,1600-1659,17,1643,1719,4,1733,1723,-10,0,0,-1,1700-1759,0,,0,65,57,36,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,24,3,2018-01-24,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1621,-7,0,0,-1,1600-1659,20,1641,1723,5,1733,1728,-5,0,0,-1,1700-1759,0,,0,65,67,42,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,25,4,2018-01-25,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1627,-1,0,0,-1,1600-1659,16,1643,1717,5,1733,1722,-11,0,0,-1,1700-1759,0,,0,65,55,34,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,26,5,2018-01-26,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1625,-3,0,0,-1,1600-1659,19,1644,1723,3,1733,1726,-7,0,0,-1,1700-1759,0,,0,65,61,39,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,27,6,2018-01-27,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1624,-4,0,0,-1,1600-1659,16,1640,1716,8,1734,1724,-10,0,0,-1,1700-1759,0,,0,66,60,36,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,28,7,2018-01-28,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1637,9,9,0,0,1600-1659,18,1655,1736,5,1733,1741,8,8,0,0,1700-1759,0,,0,65,64,41,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,29,1,2018-01-29,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1623,-5,0,0,-1,1600-1659,14,1637,1715,7,1733,1722,-11,0,0,-1,1700-1759,0,,0,65,59,38,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,30,2,2018-01-30,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1709,41,41,1,2,1600-1659,13,1722,1758,5,1733,1803,30,30,1,2,1700-1759,0,,0,65,54,36,214,20,0,0,0,10,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3645,288,ATL,SAV,"Savannah, GA",GA,1628,1624,-4,0,0,-1,1600-1659,17,1641,1714,4,1733,1718,-15,0,0,-1,1700-1759,0,,0,65,54,33,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3441,288,ATL,SAV,"Savannah, GA",GA,2115,2110,-5,0,0,-1,2100-2159,15,2125,2159,5,2219,2204,-15,0,0,-1,2200-2259,0,,0,64,54,34,214,,,,,,2057,4191,109,4300,4246,-126.37,674.25
2018,1,1,2,2,2018-01-02,9E,3435,290,ATL,SDF,"Louisville, KY",KY,810,806,-4,0,0,-1,0800-0859,23,829,926,6,935,932,-3,0,0,-1,0900-0959,0,,0,85,86,57,321,,,,,,117,4191,109,4300,4246,-126.37,674.25
2018,1,1,2,2,2018-01-02,9E,3367,290,ATL,SDF,"Louisville, KY",KY,1050,1114,24,24,1,1,1000-1059,11,1125,1219,8,1215,1227,12,12,0,0,1200-1259,0,,0,85,73,54,321,,,,,,117,4191,109,4300,4246,-126.37,674.25
2018,1,1,2,2,2018-01-02,9E,3519,293,ATL,SGF,"Springfield, MO",MO,1212,1220,8,8,0,0,1200-1259,12,1232,1304,4,1314,1308,-6,0,0,-1,1300-1359,0,,0,122,108,92,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1640,16,16,1,1,1600-1659,20,1700,1724,4,1727,1728,1,1,0,0,1700-1759,0,,0,123,108,84,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1624,,,,,1600-1659,16,1640,1711,4,1727,1715,-12,0,0,-1,1700-1759,0,,0,123,111,91,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1609,-15,0,0,-1,1600-1659,13,1622,1645,4,1727,1649,-38,0,0,-2,1700-1759,0,,0,123,100,83,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1624,,,,,1600-1659,21,1645,1722,4,1727,1726,-1,0,0,-1,1700-1759,0,,0,123,122,97,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,8,1,2018-01-08,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1640,16,16,1,1,1600-1659,14,1654,1722,6,1727,1728,1,1,0,0,1700-1759,0,,0,123,108,88,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,9,2,2018-01-09,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1630,6,6,0,0,1600-1659,15,1645,1717,4,1727,1721,-6,0,0,-1,1700-1759,0,,0,123,111,92,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,10,3,2018-01-10,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1651,27,27,1,1,1600-1659,12,1703,1730,4,1727,1734,7,7,0,0,1700-1759,0,,0,123,103,87,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,11,4,2018-01-11,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1620,-4,0,0,-1,1600-1659,18,1638,1710,5,1727,1715,-12,0,0,-1,1700-1759,0,,0,123,115,92,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,12,5,2018-01-12,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1640,16,16,1,1,1600-1659,15,1655,1717,5,1727,1722,-5,0,0,-1,1700-1759,0,,0,123,102,82,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,13,6,2018-01-13,9E,3394,293,ATL,SGF,"Springfield, MO",MO,923,919,-4,0,0,-1,0900-0959,13,932,959,4,1024,1003,-21,0,0,-2,1000-1059,0,,0,121,104,87,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,15,1,2018-01-15,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1621,-3,0,0,-1,1600-1659,15,1636,1710,6,1727,1716,-11,0,0,-1,1700-1759,0,,0,123,115,94,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,16,2,2018-01-16,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1619,-5,0,0,-1,1600-1659,17,1636,1704,6,1727,1710,-17,0,0,-2,1700-1759,0,,0,123,111,88,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,17,3,2018-01-17,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1729,65,65,1,4,1600-1659,24,1753,1816,18,1727,1834,67,67,1,4,1700-1759,0,,0,123,125,83,563,0,41,2,0,24,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,18,4,2018-01-18,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1632,8,8,0,0,1600-1659,21,1653,1711,6,1727,1717,-10,0,0,-1,1700-1759,0,,0,123,105,78,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,19,5,2018-01-19,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1617,-7,0,0,-1,1600-1659,16,1633,1647,4,1727,1651,-36,0,0,-2,1700-1759,0,,0,123,94,74,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,21,7,2018-01-21,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1620,-4,0,0,-1,1600-1659,20,1640,1704,4,1727,1708,-19,0,0,-2,1700-1759,0,,0,123,108,84,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,22,1,2018-01-22,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1620,-4,0,0,-1,1600-1659,14,1634,1710,4,1727,1714,-13,0,0,-1,1700-1759,0,,0,123,114,96,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,23,2,2018-01-23,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1620,-4,0,0,-1,1600-1659,31,1651,1725,5,1727,1730,3,3,0,0,1700-1759,0,,0,123,130,94,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,24,3,2018-01-24,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1616,-8,0,0,-1,1600-1659,20,1636,1709,5,1727,1714,-13,0,0,-1,1700-1759,0,,0,123,118,93,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,25,4,2018-01-25,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1610,-14,0,0,-1,1600-1659,19,1629,1654,5,1727,1659,-28,0,0,-2,1700-1759,0,,0,123,109,85,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,26,5,2018-01-26,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1623,-1,0,0,-1,1600-1659,18,1641,1708,5,1727,1713,-14,0,0,-1,1700-1759,0,,0,123,110,87,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,28,7,2018-01-28,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1623,-1,0,0,-1,1600-1659,18,1641,1709,5,1727,1714,-13,0,0,-1,1700-1759,0,,0,123,111,88,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,29,1,2018-01-29,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1619,-5,0,0,-1,1600-1659,19,1638,1708,5,1727,1713,-14,0,0,-1,1700-1759,0,,0,123,114,90,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,30,2,2018-01-30,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1615,-9,0,0,-1,1600-1659,22,1637,1707,3,1727,1710,-17,0,0,-2,1700-1759,0,,0,123,115,90,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3690,293,ATL,SGF,"Springfield, MO",MO,1624,1618,-6,0,0,-1,1600-1659,15,1633,1700,4,1727,1704,-23,0,0,-2,1700-1759,0,,0,123,106,87,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3682,293,ATL,SGF,"Springfield, MO",MO,1952,1945,-7,0,0,-1,1900-1959,14,1959,2030,5,2055,2035,-20,0,0,-2,2000-2059,0,,0,123,110,91,563,,,,,,1441,4191,109,4300,4246,-126.37,674.25
2018,1,1,2,2,2018-01-02,9E,3904,294,ATL,SHV,"Shreveport, LA",LA,1622,1621,-1,0,0,-1,1600-1659,23,1644,1710,2,1724,1712,-12,0,0,-1,1700-1759,0,,0,122,111,86,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3665,294,ATL,SHV,"Shreveport, LA",LA,936,934,-2,0,0,-1,0900-0959,21,955,1018,3,1040,1021,-19,0,0,-2,1000-1059,0,,0,124,107,83,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3891,294,ATL,SHV,"Shreveport, LA",LA,1135,1127,-8,0,0,-1,1100-1159,13,1140,1203,3,1234,1206,-28,0,0,-2,1200-1259,0,,0,119,99,83,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3404,294,ATL,SHV,"Shreveport, LA",LA,1455,1455,,,,,1400-1459,14,1509,1531,3,1558,1534,-24,0,0,-2,1500-1559,0,,0,123,99,82,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3665,294,ATL,SHV,"Shreveport, LA",LA,936,935,-1,0,0,-1,0900-0959,10,945,1011,3,1040,1014,-26,0,0,-2,1000-1059,0,,0,124,99,86,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3891,294,ATL,SHV,"Shreveport, LA",LA,1135,1130,-5,0,0,-1,1100-1159,10,1140,1210,3,1234,1213,-21,0,0,-2,1200-1259,0,,0,119,103,90,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3509,294,ATL,SHV,"Shreveport, LA",LA,1340,1347,7,7,0,0,1300-1359,13,1400,1431,3,1436,1434,-2,0,0,-1,1400-1459,0,,0,116,107,91,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3904,294,ATL,SHV,"Shreveport, LA",LA,1616,1612,-4,0,0,-1,1600-1659,15,1627,1652,2,1711,1654,-17,0,0,-2,1700-1759,0,,0,115,102,85,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3665,294,ATL,SHV,"Shreveport, LA",LA,936,933,-3,0,0,-1,0900-0959,18,951,1013,4,1040,1017,-23,0,0,-2,1000-1059,0,,0,124,104,82,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3891,294,ATL,SHV,"Shreveport, LA",LA,1135,1231,56,56,1,3,1100-1159,38,1309,1331,4,1234,1335,61,61,1,4,1200-1259,0,,0,119,124,82,551,56,0,5,0,0,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3509,294,ATL,SHV,"Shreveport, LA",LA,1340,1338,-2,0,0,-1,1300-1359,15,1353,1416,5,1436,1421,-15,0,0,-1,1400-1459,0,,0,116,103,83,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3904,294,ATL,SHV,"Shreveport, LA",LA,1616,1612,-4,0,0,-1,1600-1659,12,1624,1650,4,1711,1654,-17,0,0,-2,1700-1759,0,,0,115,102,86,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,6,6,2018-01-06,9E,3665,294,ATL,SHV,"Shreveport, LA",LA,936,930,-6,0,0,-1,0900-0959,14,944,1004,3,1038,1007,-31,0,0,-2,1000-1059,0,,0,122,97,80,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,6,6,2018-01-06,9E,3509,294,ATL,SHV,"Shreveport, LA",LA,1340,1336,-4,0,0,-1,1300-1359,15,1351,1412,4,1436,1416,-20,0,0,-2,1400-1459,0,,0,116,100,81,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3665,294,ATL,SHV,"Shreveport, LA",LA,936,930,-6,0,0,-1,0900-0959,19,949,1020,3,1040,1023,-17,0,0,-2,1000-1059,0,,0,124,113,91,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3891,294,ATL,SHV,"Shreveport, LA",LA,1135,1127,-8,0,0,-1,1100-1159,15,1142,1212,3,1234,1215,-19,0,0,-2,1200-1259,0,,0,119,108,90,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3509,294,ATL,SHV,"Shreveport, LA",LA,1340,1335,-5,0,0,-1,1300-1359,9,1344,1414,3,1436,1417,-19,0,0,-2,1400-1459,0,,0,116,102,90,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3904,294,ATL,SHV,"Shreveport, LA",LA,1616,1613,-3,0,0,-1,1600-1659,14,1627,1659,4,1711,1703,-8,0,0,-1,1700-1759,0,,0,115,110,92,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
2018,1,1,8,1,2018-01-08,9E,3665,294,ATL,SHV,"Shreveport, LA",LA,936,933,-3,0,0,-1,0900-0959,27,1000,1025,3,1040,1028,-12,0,0,-1,1000-1059,0,,0,124,115,85,551,,,,,,3543,4191,109,4300,4246,-126.37,674.25
